seed_id,activity_id,domain,activity,participant,task,context,environmental_constraints,body_or_hand_state,friction_family,friction_hypothesis,observed_workaround_hypothesis,product_territory,seasonal_tags,shared_predicates,fact_status,risk_flags,research_status,created_at,last_verified_at
seed-0783,act-property-cottage-opening,property_water_care,Cottage opening,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0784,act-property-cottage-closing,property_water_care,Cottage closing,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0785,act-property-cottage-closing,property_water_care,Cottage closing,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0786,act-property-cottage-closing,property_water_care,Cottage closing,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0787,act-property-outdoor-furniture-cleaning,property_water_care,Outdoor furniture cleaning,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0788,act-property-outdoor-furniture-cleaning,property_water_care,Outdoor furniture cleaning,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0789,act-property-outdoor-furniture-cleaning,property_water_care,Outdoor furniture cleaning,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0790,act-property-deck-staining,property_water_care,Deck staining,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0791,act-property-deck-staining,property_water_care,Deck staining,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0792,act-property-deck-staining,property_water_care,Deck staining,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0793,act-property-fence-staining,property_water_care,Fence staining,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0794,act-property-fence-staining,property_water_care,Fence staining,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0795,act-property-fence-staining,property_water_care,Fence staining,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0796,act-property-exterior-washing,property_water_care,Exterior washing,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0797,act-property-exterior-washing,property_water_care,Exterior washing,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0798,act-property-exterior-washing,property_water_care,Exterior washing,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0799,act-property-vehicle-washing,property_water_care,Vehicle washing,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0800,act-property-vehicle-washing,property_water_care,Vehicle washing,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0801,act-property-vehicle-washing,property_water_care,Vehicle washing,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0802,act-property-tool-shed-organization,property_water_care,Tool-shed organization,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0803,act-property-tool-shed-organization,property_water_care,Tool-shed organization,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0804,act-property-tool-shed-organization,property_water_care,Tool-shed organization,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0805,act-property-outdoor-equipment-storage,property_water_care,Outdoor-equipment storage,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0806,act-property-outdoor-equipment-storage,property_water_care,Outdoor-equipment storage,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
